id,name,industry,sector,subsector,revenue,revenue_numeric,employees,headquarters,country,region,founded,ceo,website,description,products,services,market_cap,stock_exchange,ticker,subsidiaries,locations,certifications,sustainability_score,innovation_index,digital_maturity,source,scraped_date
europe_037,Renewable Group,Renewable Energy,Energy,Wind Power,$1.1B,1.1499056509331211,3859,"Belgium, Belgium",Belgium,Europe,1982,Giovanni Rossi,www.renewablegroup.com,"Renewable Group specializes in wind power and related technologies, delivering cutting-edge solutions to industrial customers globally.",Power Inverters; Energy Storage Systems; Solar Panels,Grid Integration; Installation Services; Energy Consulting; Maintenance Programs,$3.3B,,REGR,Renewable Asia; Renewable Solutions; Renewable International,"Belgium, Belgium; Barcelona, Spain; Chile, Chile; Mecca, Saudi Arabia",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.7944344798939138,0.6995095458656426,0.33870909452740394,Industrial Company Database,2025-09-13T22:22:28.585612
europe_038,Oil & Gas Resources,Oil & Gas,Energy,Distribution,$12.0B,12.018108058840028,11744,"Basel, Switzerland",Switzerland,Europe,1967,Giovanni Rossi,www.oil&gasresources.com,"As a major player in the oil & gas sector, Oil & Gas Resources focuses on distribution with a commitment to innovation and sustainability.",Natural Gas; Crude Oil; Refined Products; Lubricants,Drilling Services; Transportation; Exploration Services,$33.8B,SIX Swiss Exchange,O&G,Oil Solutions; Oil International; Oil Europe; Oil Americas,"Lausanne, Switzerland; Pune, India",ISO 45001:2018; NORSOK Standards; ATEX Certified,0.13310191183822628,0.48351422837651636,0.36739004477147313,Industrial Company Database,2025-09-13T22:22:28.585641
europe_039,Beta Energy,Utilities,Energy,Electric Power,$1.2B,1.2261011528220473,2129,"Madrid, Spain",Spain,Europe,1904,Marie Dubois,www.betaenergy.com,"Beta Energy is a leading global provider of electric power solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Training; Professional Services; Technical Support; Consulting,$2.1B,BME Spanish Exchanges,BEEN,Beta International; Beta Technologies; Beta International; Beta Technologies,"Madrid, Spain; Melbourne, Australia; Bern, Switzerland; Indonesia, Indonesia",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.2010100246026309,0.8552373617970401,0.8442400700045116,Industrial Company Database,2025-09-13T22:22:28.585673
europe_040,Automotive Solutions Corp.,Automotive,Manufacturing,Auto Parts,$18.5B,18.50841054618758,54331,"Copenhagen, Denmark",Denmark,Europe,2015,Francesca Romano,www.automotivesolutionscorp.com,"Automotive Solutions Corp. specializes in auto parts and related technologies, delivering cutting-edge solutions to industrial customers globally.",Brake Systems; Transmission Components; Body Parts; Electronic Control Units; Engine Systems; Interior Systems,Vehicle Servicing; Technical Support; Financing Solutions; Parts Supply,$34.8B,Nasdaq Copenhagen,AUSO,Automotive Technologies; Automotive International; Automotive Services,"Aarhus, Denmark; Egypt, Egypt; Ecuador, Ecuador; Chile, Chile; Bologna, Italy; Toronto, Canada; Gothenburg, Sweden; Poland, Poland; Singapore, Singapore; Sharjah, UAE; Taipei, Taiwan; Paris, France; Zurich, Switzerland; Colombia, Colombia",ISO 9001:2015; AIAG Standards; ISO 45001:2018,0.8332479271734249,0.5116844053203851,0.8747661533777129,Industrial Company Database,2025-09-13T22:22:28.585726
europe_041,Global Engineering,Telecommunications,Infrastructure,Network Infrastructure,$17.3B,17.32080770618495,48196,"Poland, Poland",Poland,Europe,1924,Erik Andersson,www.globalengineering.com,"Global Engineering specializes in network infrastructure and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Components; Systems,Consulting; Professional Services; Training,$65.9B,,GLEN,Global Asia; Global Solutions,"Poland, Poland; Aalborg, Denmark; Daejeon, South Korea; Durban, South Africa; Riyadh, Saudi Arabia",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.4869372966101545,0.8027756624255125,0.32218873667002085,Industrial Company Database,2025-09-13T22:22:28.585760
europe_042,Construction Development,Construction,Infrastructure,Residential Construction,$90.4B,90.37756119584716,323077,"Malmö, Sweden",Sweden,Europe,1900,Marie Dubois,www.constructiondevelopment.com,"Construction Development is a leading global provider of residential construction solutions, serving customers across multiple industries with innovative products and services.",Building Materials; Construction Equipment; Prefab Structures; Safety Systems; Project Management Tools,Project Management; Construction Services; Maintenance; Engineering Services; Consulting,$238.6B,Nasdaq Stockholm,CODE,,"Malmö, Sweden; Tainan, Taiwan; Qatar, Qatar; Marseille, France; Calgary, Canada; Vietnam, Vietnam; Peru, Peru; Ulsan, South Korea; Chile, Chile; Stavanger, Norway; Rio de Janeiro, Brazil; Turin, Italy; Ecuador, Ecuador; Melbourne, Australia; Thailand, Thailand; Delhi, India; Munich, Germany; Turkey, Turkey; Austria, Austria; Manchester, United Kingdom; Indonesia, Indonesia; Bern, Switzerland",ISO 14001:2015; LEED Certified; Safety Certified; OSHA Certified; Building Code Compliance,0.4846728796115318,0.7144638686028646,0.3426115645459988,Industrial Company Database,2025-09-13T22:22:28.585826
europe_043,Gamma Projects,Real Estate,Infrastructure,Property Management,$0.3B,0.2632366302013451,743,"Cologne, Germany",Germany,Europe,2002,Klaus Weber,www.gammaprojects.com,"Gamma Projects is a leading global provider of property management solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Systems; Components,Professional Services; Consulting; Technical Support; Training,$0.4B,Frankfurt Stock Exchange,GAPR.DE,Gamma Solutions; Gamma Europe,"Cologne, Germany; Qatar, Qatar",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.3846210732608578,0.8599500226470174,0.8905420170074567,Industrial Company Database,2025-09-13T22:22:28.585855
europe_044,Power Nuclear Solutions GmbH,Nuclear,Energy,Nuclear Services,$51.5B,51.52223864814935,108949,"Essen, Germany",Germany,Europe,1947,Klaus Weber,www.powernuclearsolutionsgmbh.com,"As a major player in the nuclear sector, Power Nuclear Solutions GmbH focuses on nuclear services with a commitment to innovation and sustainability.",Systems; Components; Industrial Equipment,Technical Support; Consulting; Professional Services; Training,$139.3B,Frankfurt Stock Exchange,PONU.DE,,"Düsseldorf, Germany; Austria, Austria; Morocco, Morocco; Israel, Israel; Philippines, Philippines; Peru, Peru; Thailand, Thailand; Poland, Poland; Monterrey, Mexico; Belgium, Belgium; Egypt, Egypt; Kobe, Japan; Rio de Janeiro, Brazil; Bern, Switzerland; Qatar, Qatar; Venezuela, Venezuela; Gothenburg, Sweden; Dammam, Saudi Arabia; Barcelona, Spain; Lyon, France; Sydney, Australia; Ecuador, Ecuador",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.5031966662996673,0.5181909734340475,0.8179703354231176,Industrial Company Database,2025-09-13T22:22:28.585919
europe_045,Cyber Digital Corp.,Software,Technology,ERP Systems,$7.6B,7.576843469243681,19851,"Stavanger, Norway",Norway,Europe,1958,Ana García,www.cyberdigitalcorp.com,"Cyber Digital Corp. is a leading global provider of erp systems solutions, serving customers across multiple industries with innovative products and services.",ERP Solutions; Manufacturing Execution Systems; Enterprise Software,Consulting Services; Training Programs; Technical Support; Cloud Services; Implementation Services,$11.6B,Oslo Stock Exchange,CYDI,Cyber Technologies; Cyber International; Cyber Technologies; Cyber Services,"Stavanger, Norway; Poland, Poland; Buenos Aires, Argentina; Shenzhen, China; Venezuela, Venezuela; Colombia, Colombia",ISO 9001:2015; SOC 2 Compliant; CMMI Level 5; GDPR Compliant,0.8033284196227495,0.5978902836473418,0.30197356404797676,Industrial Company Database,2025-09-13T22:22:28.585957
europe_046,Global Energy Corp.,Renewable Energy,Energy,Solar Power,$17.0B,17.019584240991072,58513,"Geneva, Switzerland",Switzerland,Europe,1918,Ingrid Hansen,www.globalenergycorp.com,"Global Energy Corp. operates as a diversified renewable energy company, with core expertise in solar power and a strong global presence.",Grid Systems; Energy Storage Systems; Solar Panels; Wind Turbines,Grid Integration; Installation Services; Financing Solutions,$32.9B,SIX Swiss Exchange,GLEN,Global International; Global International,"Lausanne, Switzerland; Dammam, Saudi Arabia; Oslo, Norway; Adelaide, Australia; Nigeria, Nigeria; Turkey, Turkey; The Hague, Netherlands",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.5338824486918117,0.7070134216795492,0.7949655273545212,Industrial Company Database,2025-09-13T22:22:28.585994
europe_047,Precision Pharmaceuticals Corp,Pharmaceuticals,Manufacturing,Medical Devices,$8.4B,8.448911775642163,16655,"Belgium, Belgium",Belgium,Europe,2003,Erik Andersson,www.precisionpharmaceuticalscorp.com,"Precision Pharmaceuticals Corp is a leading global provider of medical devices solutions, serving customers across multiple industries with innovative products and services.",Biologics; Generic Drugs; Diagnostic Equipment; Prescription Drugs; Medical Devices,Clinical Services; Regulatory Support; Manufacturing Services; Distribution,$18.1B,,PRPH,Precision Asia; Precision Technologies; Precision Americas; Precision Solutions; Precision Americas,"Belgium, Belgium; Osaka, Japan; Daegu, South Korea; Cologne, Germany; Toronto, Canada; Milan, Italy; Xi'an, China; Malaysia, Malaysia; Bilbao, Spain; Dubai, UAE; Venezuela, Venezuela; Mexico City, Mexico",WHO Prequalified; EMA Certified; ISO 13485; ISO 9001:2015,0.5641986483813947,0.31033482029497034,0.8710942323203432,Industrial Company Database,2025-09-13T22:22:28.586041
europe_048,Oil & Gas Power,Oil & Gas,Energy,Upstream Operations,$19.4B,19.440294172083505,26993,"Poland, Poland",Poland,Europe,1977,Francesca Romano,www.oil&gaspower.com,"Oil & Gas Power is a leading global provider of upstream operations solutions, serving customers across multiple industries with innovative products and services.",Crude Oil; Petrochemicals; Natural Gas; Lubricants; Refined Products; Pipeline Systems,Transportation; Refining Services; Technical Consulting; Exploration Services; Drilling Services,$45.7B,,O&G,,"Poland, Poland; Tijuana, Mexico; Colombia, Colombia; Lausanne, Switzerland",ISO 14001:2015; ISO 29001; ATEX Certified; NORSOK Standards,0.4567038073490366,0.6866792248131803,0.8486076657322079,Industrial Company Database,2025-09-13T22:22:28.586073
europe_049,Mining Technologies,Mining,Energy,Rare Earth Elements,$12.4B,12.436353722366322,18327,"Glasgow, United Kingdom",United Kingdom,Europe,1967,Ingrid Hansen,www.miningtechnologies.com,"Founded as a pioneer in mining, Mining Technologies has evolved into a comprehensive rare earth elements company with operations worldwide.",Systems; Components; Industrial Equipment,Training; Technical Support; Professional Services,$33.0B,London Stock Exchange,MITE.L,Mining International; Mining Asia; Mining Technologies; Mining International,"Edinburgh, United Kingdom; Utrecht, Netherlands; Zurich, Switzerland; Poland, Poland; Israel, Israel; Hangzhou, China; Malmö, Sweden; Indonesia, Indonesia; Córdoba, Argentina; Ecuador, Ecuador; Riyadh, Saudi Arabia; Perth, Australia; Austria, Austria; Thailand, Thailand; Philippines, Philippines",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.16424310927184416,0.8391684297540103,0.7854302328551259,Industrial Company Database,2025-09-13T22:22:28.586129
europe_050,Industrial Chemicals Corp,Chemicals,Manufacturing,Agricultural Chemicals,$6.7B,6.653656272119203,14092,"Bologna, Italy",Italy,Europe,1998,Ingrid Hansen,www.industrialchemicalscorp.com,"Industrial Chemicals Corp specializes in agricultural chemicals and related technologies, delivering cutting-edge solutions to industrial customers globally.",Specialty Chemicals; Catalysts; Coatings,Custom Synthesis; Logistics Services; Application Support,$25.1B,Borsa Italiana,INCH.MI,Industrial International; Industrial Technologies; Industrial International,"Milan, Italy; Poland, Poland; Trondheim, Norway; Venezuela, Venezuela; Manchester, United Kingdom; Cape Town, South Africa; Indonesia, Indonesia; Israel, Israel; Nigeria, Nigeria; Thailand, Thailand; Qatar, Qatar; Kaohsiung, Taiwan",ISO 14001:2015; OSHA PSM; ISO 45001:2018; GHS Standards,0.9435279428626202,0.560640560163235,0.6619481428125575,Industrial Company Database,2025-09-13T22:22:28.586177
europe_051,Global Construction Corp.,Telecommunications,Infrastructure,Wireless Technology,$60.4B,60.36910293945561,131716,"Amsterdam, Netherlands",Netherlands,Europe,1996,Marie Dubois,www.globalconstructioncorp.com,"As a major player in the telecommunications sector, Global Construction Corp. focuses on wireless technology with a commitment to innovation and sustainability.",Components; Systems; Industrial Equipment,Training; Professional Services; Technical Support,$212.6B,Euronext Amsterdam,GLCO,Global Americas; Global Europe,"The Hague, Netherlands; Colombia, Colombia; Bergen, Norway; Mendoza, Argentina; Madrid, Spain; Morocco, Morocco; Indonesia, Indonesia; Brisbane, Australia; Toulouse, France; Xi'an, China; Egypt, Egypt; Aalborg, Denmark; Birmingham, United Kingdom; Malaysia, Malaysia; Calgary, Canada; Kaohsiung, Taiwan; Turin, Italy; Israel, Israel; Sharjah, UAE",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.13264480944713183,0.5110677070009493,0.811026351449113,Industrial Company Database,2025-09-13T22:22:28.586237
europe_052,Design Construction Development,Construction,Infrastructure,Industrial Construction,$1.9B,1.8659855611399825,7305,"Austria, Austria",Austria,Europe,1992,Hans Müller,www.designconstructiondevelopment.com,"As a major player in the construction sector, Design Construction Development focuses on industrial construction with a commitment to innovation and sustainability.",Project Management Tools; Building Materials; Prefab Structures,Construction Services; Engineering Services; Maintenance; Project Management,$4.2B,,DECO,,"Austria, Austria; Egypt, Egypt; Leeds, United Kingdom; Essen, Germany",ISO 14001:2015; Building Code Compliance; OSHA Certified; ISO 9001:2015,0.1956294155312775,0.7572258963898413,0.8217671455785056,Industrial Company Database,2025-09-13T22:22:28.586268
europe_053,Smart Digital,Hardware,Technology,Server Systems,$1.8B,1.7525297327947902,4988,"Oslo, Norway",Norway,Europe,1991,Marie Dubois,www.smartdigital.com,"Smart Digital specializes in server systems and related technologies, delivering cutting-edge solutions to industrial customers globally.",Components; Systems; Industrial Equipment,Training; Technical Support,$6.5B,Oslo Stock Exchange,SMDI,Smart Solutions; Smart International; Smart Solutions; Smart Technologies; Smart Services,"Stavanger, Norway; Zurich, Switzerland; Philippines, Philippines; Aarhus, Denmark; Guadalajara, Mexico; Morocco, Morocco; Austria, Austria",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.2845603846006707,0.2472841224417195,0.7480297712676138,Industrial Company Database,2025-09-13T22:22:28.586305
europe_054,Construct Real Estate Group,Real Estate,Infrastructure,Industrial Real Estate,$0.8B,0.8230164641876012,1935,"Rotterdam, Netherlands",Netherlands,Europe,2001,Ana García,www.constructrealestategroup.com,"Construct Real Estate Group is a leading global provider of industrial real estate solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Professional Services; Training; Consulting; Technical Support,$2.2B,Euronext Amsterdam,CORE,Construct Solutions; Construct International,"Eindhoven, Netherlands; Dammam, Saudi Arabia; Salvador, Brazil; Nigeria, Nigeria",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.20020837398920044,0.37945875320381567,0.8916890642357518,Industrial Company Database,2025-09-13T22:22:28.586339
